business_id,name,address,city,state,postal_code,stars,review_count,RestaurantsDelivery,RestaurantsTakeOut,BusinessAcceptsCreditCards
VIbI9Ds6-XwaR6bZdo1s2w,Verizon,5902 N Illinois St,Fairview Heights,IL,62208,2,9,TRUE,TRUE,TRUE
rDk_O0KRIqEYvoBhonLmjA,Dunkin',6008 N Illinois St,Fairview Heights,IL,62208,2,59,TRUE,TRUE,TRUE
yi59A0fDSc3WKzGBhh9JOQ,Wendy's,6204 N. Illinois St.,Fairview Hts.,IL,62208,2,20,TRUE,TRUE,TRUE
IVS4gSPkjdEyf7-6dSCvDg,AT&T Store,6403 N Illinois St,Fairview Heights,IL,62208,2,8,FALSE,TRUE,TRUE
b6ZtTraMKE3ftSmtkfe-iw,TGI Fridays,6900 N Illinois St,Fairview Hts,IL,62208,2,110,TRUE,TRUE,TRUE
VKJYOnjRrPcXSkXCTynwbg,Domino's Pizza,5519 N Illinois St,Fairview Heights,IL,62208,2,10,TRUE,TRUE,TRUE
UdG4vbwXf1tK7PSCeBLrKw,LensCrafters,"134 Saint Clair Sq, Ste 271-272",Fairview Heights,IL,62208,2,5,FALSE,TRUE,TRUE
Bc78MEmBdRu6x7OICYdW4Q,KFC,13375 W Chinden Blvd,Boise,ID,83713,2,21,TRUE,TRUE,TRUE
C4Tb9k29pPwUWQ-42Y3SMA,Jack in the Box,6300 N Eagle Rd,Boise,ID,83713,2,17,TRUE,FALSE,TRUE
imCIha88DmlxaWpXScRkZw,Buffalo Wild Wings,501 Stanton Christiana Rd,Newark,DE,19713,2,41,TRUE,TRUE,TRUE
vpAgKeDIdzEtsqdSn8yHUw,Dunkin',4 Macintosh Plaza,Newark,DE,19713,2,8,TRUE,TRUE,TRUE
k93U5RS4ohNqk9912QcyOw,Capriotti's Sandwich Shop,4132 Ogletown Stanton Rd,Newark,DE,19713,2,13,TRUE,TRUE,TRUE
7sdNASlBZhZMQalQUKB4ug,Chili's,425 Stanton Christiana Rd,Newark,DE,19713,2,20,FALSE,TRUE,TRUE
cg-5DuEk0AMzuILNx8FGtg,Denny's,80 Mcintosh Plz,Newark,DE,19713,2,70,TRUE,TRUE,TRUE
zfRgZ3f7f9qyrsbrf5ElEQ,Wendy's,5525 Chinden Boulevard,Garden City,ID,83714,2,9,TRUE,TRUE,TRUE
mM4vtt-BVT_80J9JSKdw7Q,McDonald's,4825 N Glenwood St,Boise,ID,83714,2,9,TRUE,TRUE,TRUE
4RReO7vPSXqGty_U0XAOKQ,Burger King,6770 Glenwood St,Garden City,ID,83714,2,7,TRUE,FALSE,TRUE
YicdiOc9oWLTNp4Ox6Xj2w,Dairy Queen,5251 Glenwood Rd,Garden City,ID,83714,2,19,TRUE,TRUE,TRUE
G4VYdDhZ0lxzQ0OvUhWfEg,Dairy Queen Grill & Chill,1420 N Mount Juliet Rd,Mt Juliet,TN,37122,2,63,TRUE,TRUE,TRUE
k91vKZa8oDHGFEumLyI-KQ,McDonald's,625 S Mount Juliet Rd,Mount Juliet,TN,37122,2,21,TRUE,TRUE,TRUE
wTPu4C7FTdJNLu88_JJqeg,Wendy's,401 S. Mt. Juliet Road,Mt.Juliet,TN,37122,2,14,TRUE,TRUE,TRUE
tfnxPh4AFBU1QmbDO9eRRA,Logan's Roadhouse,401 S Mt Juliet Rd,Mt. Juliet,TN,37122,2,84,TRUE,TRUE,TRUE
TmOSBESpzQC0HeRGXZzAbw,Steak ’n Shake,5006 Crossings Cir,Mt. Juliet,TN,37122,2,87,TRUE,TRUE,TRUE
Q1HW1zvVSIegopXiapiqVA,Zaxby's Chicken Fingers & Buffalo Wings,719 S Mount Juliet Rd,Mount Juliet,TN,37122,2,30,TRUE,TRUE,TRUE
4X3w1wFm-qWDwr95Prspew,Domino's Pizza,11362 Lebanon Rd,Mount Juliet,TN,37122,2,6,TRUE,TRUE,TRUE
R3UoVa4t-Yz0BXSNhoy3Ug,Burger King,11457 Lebanon Rd,Mount Juliet,TN,37122,2,11,TRUE,FALSE,TRUE
0mbwwuFnDdbmXYrRcdDllw,Dominic's Ristorante Italiano,152 Bridge St,Phoenixville,PA,19460,2,21,FALSE,TRUE,TRUE
bK8e7Say_kRIUCgejOSVyw,Domino's Pizza,253 Schuylkill Rd,Phoenixville,PA,19460,2,27,TRUE,TRUE,TRUE
bJJAKnF4M8oS0lkIX5FZhA,ACME Markets,785 Starr St,Phoenixville,PA,19460,2,14,TRUE,TRUE,TRUE
9shXDmiEvRLgD93R6KlPNA,McDonald's,651 Nut Rd,Phoenixville,PA,19460,2,31,TRUE,TRUE,TRUE
bBMH0iGXMYVdnT9cf6_hgQ,Wawa,120 Schuylkill Rd,Phoenixville,PA,19460,2,8,TRUE,TRUE,TRUE
7MoPLRDfUmVB6hoFhpdu-Q,Walgreens,36515 State Road 54,Zephyrhills,FL,33541,2,5,FALSE,TRUE,TRUE
WXt4HCKhUiN7NZxkPYwPkQ,CVS Pharmacy,34502 State Road 54,Zephyrhills,FL,33541,2,8,TRUE,FALSE,TRUE
lCNwUI2j90p6qub8Wp4gFQ,Burger King,5610 N Gall Blvd,Zephyrhills,FL,33542,2,7,TRUE,FALSE,TRUE
ctnvu1eMLQ5ON09baNsvPA,Taco Bell,1070 S West End Blvd,Quakertown,PA,18951,2,27,TRUE,TRUE,TRUE
nOuYFVtC-I1-dPOToQqB7A,Dunkin',224 W Broad St,Quakertown,PA,18951,2,6,TRUE,TRUE,TRUE
NN_g-DR6NfhUWSiwmVd6Ow,Taco Bell,5406 County Rd 581,Wesley Chapel,FL,33543,2,24,TRUE,TRUE,TRUE
buPJX5kCRy3RKUfGFQSQ9A,Sonic Drive-In,1908 Bruce B Downs Blvd,Wesley Chapel,FL,33543,2,49,TRUE,TRUE,TRUE
Q1rNgP8l4cVykCK8n40tWQ,Walgreens,28115 Wesley Chapel Blvd,Wesley Chapel,FL,33543,2,17,FALSE,TRUE,TRUE
Y3e4SAcyZWBAxjAE9eafJw,Advance Auto Parts,28644 State Rd 54,Wesley Chapel,FL,33543,2,7,FALSE,TRUE,TRUE
kbPT6BFoLjh6yTyVf_UKFA,Applebee's Grill + Bar,28422 State Road 54,Wesley Chapel,FL,33543,2,83,TRUE,TRUE,TRUE
n88rreifvghMYJVUaWMUXg,Papa John's Pizza,204 Shoemaker Road,Pottstown,PA,19464,2,12,TRUE,TRUE,TRUE
F5gmUUyjkUFAfLl8bAomwQ,Hibachi Grill and Supreme Buffet of PA,"Upland Square Shopping Center, 260 Upland Sq Dr",Pottstown,PA,19464,2,44,FALSE,TRUE,TRUE
_2qHYXX2LgozEn9tu5cMRw,Walmart Supercenter,233 Shoemaker Rd,Pottstown,PA,19464,2,24,TRUE,FALSE,TRUE
DGae0qGBtoE19egWaLYR4A,Chili's,220 Upland Sq Dr,Stowe,PA,19464,2,68,TRUE,TRUE,TRUE
uLmX3n3GqF7HwXtVjXd3Xg,Popeyes Louisiana Kitchen,1415 E High St,Pottstown,PA,19464,2,41,TRUE,TRUE,TRUE
M8Zxy5yP2XPXdeiGW3lUrA,McDonald's,1428 E High St,Pottstown,PA,19464,2,6,TRUE,TRUE,TRUE
2PlhAoV-zXw2SUaWzkw-Ng,Friendly's - Pottstown,200 Shoemaker Rd,Pottstown,PA,19464,2,37,TRUE,TRUE,TRUE
RW3iQlF3KB-BNg4V4f4dkA,Dunkin',1495 E High St,Pottstown,PA,19464,2,16,TRUE,TRUE,TRUE
bKNDG_o23VD82xlX1YOHtA,King Buffet,"223 Shoemaker Rd, Ste 131",Pottstown,PA,19464,2,40,TRUE,TRUE,TRUE
Dc6escpLWbL2vJR5cFN6_w,Advance Auto Parts,12 Moser Rd,Pottstown,PA,19464,2,7,FALSE,TRUE,TRUE
ThZyytdc_kj2uBYFiSao-A,Arner's Restaurant,201 N Dupont Hwy,New Castle,DE,19720,2,57,FALSE,TRUE,TRUE
p_iyQ6Mo33ZbGS5k5_bTng,Burger King,1530 N Du Pont Hwy,New Castle,DE,19720,2,11,TRUE,FALSE,TRUE
oa4bCkow1hrF6pqQCT6EGQ,McDonald's,101 S Dupont Hwy,New Castle,DE,19720,2,15,TRUE,TRUE,TRUE
MTjS4g__WMgA-PPMjCL4fQ,Popeyes Louisiana Kitchen,1505 Dupont Hwy,New Castle,DE,19720,2,21,TRUE,TRUE,TRUE
1Ye_elsSB-XjKgWAHDwPbw,Applebee's Grill + Bar,105 Wilton Blvd,New Castle,DE,19720,2,35,TRUE,TRUE,TRUE
JaHuWM3Tp1aG7NW66mhutw,McDonald's,3014 New Castle Ave,New Castle,DE,19720,2,6,FALSE,TRUE,TRUE
dHGF9hGrgdc-2GYYqln5Mw,BJ's Wholesale Club,124 Sunset Boulevard,New Castle,DE,19720,2,15,TRUE,FALSE,TRUE
s-7Q1GAQmB-Qsm_UwviHVA,Lone Star Steakhouse,113 S. Dupont Highway,New Castle,DE,19720,2,15,FALSE,TRUE,TRUE
DNvMHI_X3PEi9vTmMHO0Yg,TGI Fridays,128 N Dupont Hwy,New Castle,DE,19720,2,75,TRUE,TRUE,TRUE
Hx8DHtPTRq-Qa98fRCTofA,Burger King,101 N Dupont Pkwy,New Castle,DE,19720,2,15,TRUE,FALSE,TRUE
8IazNnZkqYlNODBZPS1CGA,Wawa,183 Airport Rd,New Castle,DE,19720,2,7,TRUE,TRUE,TRUE
Qeh-KW3nlQBqh6Y-smHrUg,Walgreens,740 Ferry Cut Off St,New Castle,DE,19720,2,5,TRUE,FALSE,TRUE
5AQDQGqneAHC8SZLKHgHIA,Dunkin',2340 Willow Oak Dr,Wesley Chapel,FL,33544,2,26,TRUE,TRUE,TRUE
Ok0y3WvijsjmUpGAwlAZOQ,Dunkin',27616 Wesley Chapel Blvd,Wesley Chapel,FL,33544,2,38,TRUE,TRUE,TRUE
SRZXb6ankkoj6zC3dWJBRA,TGI Fridays,351 W Schuylkill Rd A-2,Pottstown,PA,19465,2,41,TRUE,TRUE,TRUE
LuPs7eFsixV6OIGwsNUZug,McDonald's,950 2nd Str Pike,Richboro,PA,18954,2,24,TRUE,TRUE,TRUE
hUcUvCpETeN0hvN32zrOlA,McDonald's,16701 Fishhawk Blvd,Lithia,FL,33547,2,30,TRUE,TRUE,TRUE
S_9YbiMLXILvAGojZ1mKRw,Sonic Drive-In,16525 Fishhawk Blvd,LITHIA,FL,33547,2,27,TRUE,TRUE,TRUE
8ZLaJ0IpIdzaPcF05BThIw,Limerick Diner,411 W Ridge Pike,Limerick,PA,19468,2,176,TRUE,TRUE,TRUE
_10m_xRpfqqnj9jvUUIqjA,Applebee's Grill + Bar,70 Buckwalter Rd,Limerick,PA,19468,2,45,TRUE,TRUE,TRUE
7UJ0K_fTZQAZkI8OMLbP9g,Jannie's,1810 E Ridge Pike,Royersford,PA,19468,2,23,FALSE,TRUE,TRUE
hGy3actugEISbvEGQeMz3A,Dunkin',800 Main St,Royersford,PA,19468,2,23,TRUE,TRUE,TRUE
ZfzZvQSTLcqpQI6vov5uWw,Pizza Hut,"1814 Ridge Pike, Bldg F Ste 106",Royersford,PA,19468,2,16,TRUE,TRUE,TRUE
crRUwlg4u4VLLnGcOe9Ang,Petco,"1844 E Ridge Pike, Ste 110",Royersford,PA,19468,2,14,FALSE,FALSE,TRUE
62eQzOWKmzsIJnJN33vofQ,McDonald's,308 N Lewis Rd,Royersford,PA,19468,2,20,TRUE,TRUE,TRUE
NZ8rkOpkBisCWpfJb2rfzQ,McDonald's,17757 N Dale Mabry,Lutz,FL,33548,2,22,TRUE,TRUE,TRUE
7dtnDUJuF6cyqkv5Hvuumg,McDonald's,125 S Belt E,Belleville,IL,62220,2,16,TRUE,TRUE,TRUE
PLKgUA4kOiX_hEQtr2MAtg,CVS Pharmacy,2322 Land O Lakes Blvd,Lutz,FL,33549,2,13,TRUE,FALSE,TRUE
k2UjdZliq33S2Bcm5xo-oQ,Taco Bell,22744 State Rd. 54,Lutz,FL,33549,2,36,TRUE,TRUE,TRUE
5u61-6q6o0YvST1AxCiDxQ,Domino's Pizza,22911 State Road 54,Lutz,FL,33549,2,7,TRUE,TRUE,TRUE
PqqTZ8ZY54s6nCzQhN7Agw,Dunkin',17514 US Highway 41,Lutz,FL,33549,2,17,TRUE,TRUE,TRUE
FSxREGXCZdsh5wZhOcay8Q,Dunkin',22722 State Road 54,Lutz,FL,33549,2,54,TRUE,TRUE,TRUE
k43EjOUSYAst_DK4WORMWg,Walgreens,515 Carlyle Ave,Belleville,IL,62221,2,5,FALSE,TRUE,TRUE
4fZpPRE74wBw3WU_8QuV-g,Best Pizza Buffet,2525 Green Mt Commons Dr,Belleville,IL,62221,2,38,FALSE,TRUE,TRUE
CYDpBk6QrNPnW9Z9hK_3qQ,Taco Bell,760 Carlyle Ave,Belleville,IL,62221,2,33,TRUE,TRUE,TRUE
OYLgL3G5rQdqPH7fH3__LQ,Subway,7204 Nolensville Rd,Nolensville,TN,37135,2,8,FALSE,TRUE,TRUE
rhfWn_5ZAKg0jEWh5Q1ftw,Taco Bell,15 S 59th St,Belleville,IL,62223,2,11,TRUE,TRUE,TRUE
Rm_XCUXMGBG3Dob8GwALpA,CVS Pharmacy,4290 Township Line Rd,Schwenksville,PA,19473,2,7,TRUE,FALSE,TRUE
tr06Gn6KTQVx1mQcF5gU9A,Triple R's Smokehouse,813 Seibert Rd,Scott Air Force Base,IL,62225,2,6,FALSE,TRUE,TRUE
abbNHdwyILlk45FalWyCBg,Sonic Drive-In,1410 Robinson Rd,Old Hickory,TN,37138,2,12,TRUE,TRUE,TRUE
zraJ8MD-n5ob6s7dSNzKFg,McDonald's,1252 Robinson Rd,Old Hickory,TN,37138,2,14,TRUE,TRUE,TRUE
eQ83iTisgPFzJ1YBO3p-IA,Domino's Pizza,4000 W Main St,Belleville,IL,62226,2,22,TRUE,TRUE,TRUE
JWfMeYHTvROqOkwJlcGFQw,Rally's,4527 W Main St,Belleville,IL,62226,2,11,TRUE,TRUE,TRUE
O8wgk23gex2Dwktm1gd_Lg,KFC,4914 W Main St,Belleville,IL,62226,2,7,TRUE,TRUE,TRUE
xm_5HMdQ2esc2EvrwFgh7A,Pizza Hut,"5720 N Belt W, Ste 38",Belleville,IL,62226,2,6,TRUE,TRUE,TRUE
tICvWNWLbXhGsFJ32tgS7Q,Schnucks - Belleville,5720 N Belt W,Belleville,IL,62226,2,11,TRUE,FALSE,TRUE
MolBW1pOTKKXCwWEcAG_Vg,Walgreens,5890 N Belt W,Belleville,IL,62226,2,5,FALSE,TRUE,TRUE
tA8oKP3qYwzNo8GpwigUrQ,Ruler Foods,1703 North Belt West,Belleville,IL,62226,2,6,FALSE,FALSE,TRUE
q3AbKPlzrqbUh8tz26vsdQ,Wendy's,5959 Belleville Crossing St,Belleville,IL,62226,2,7,TRUE,TRUE,TRUE
yQGPiN-UmRE7cyRTiiQoZw,Imo's Pizza,4801 W Main St,Belleville,IL,62226,2,25,TRUE,TRUE,TRUE
-VBV5IFRw2cggnsVhEkVkw,CVS Pharmacy,700 PA-113,Souderton,PA,18964,2,9,TRUE,FALSE,TRUE
kUfUsNfgf0PFRH9d2bLSOA,McDonald's,16250 Sr 54,Odessa,FL,33556,2,29,TRUE,TRUE,TRUE
2GRHH9p-vAHUoAWhcPM5AA,Moe's Southwest Grill,12464 Fl-54,Odessa,FL,33556,2,30,TRUE,TRUE,TRUE
dT_knPUzLKzfh2extWQPsA,Dunkin',17691 Gunn Highway,Odessa,FL,33556,2,37,TRUE,TRUE,TRUE
PkqzrOGNqwZecgId-vv7JQ,Logan International Foods,"189660000, Unit B",Upper Southampton,PA,18966,2,6,TRUE,TRUE,TRUE
YZtphZ-zlhiPjzcJjuQc3g,Dunkin',1492 Buck Rd,Holland,PA,18966,2,14,TRUE,TRUE,TRUE
eIClHkqYqCeaYOZSzu1eLQ,McDonald's,338 2nd St Pike,Southampton,PA,18966,2,17,TRUE,TRUE,TRUE
XuyBhE9Qxy8nxw_6piiYcw,Wendy's,18811 State Road 54,Lutz,FL,33558,2,21,TRUE,TRUE,TRUE
1IuLzYvrAleNSIc-FVgIYw,Panda Express,2468 Sun Vista Drive,Lutz,FL,33559,2,81,TRUE,TRUE,TRUE
twDZoi-RH1SwNTUVT-sPuw,Pizza Hut,2727 York Rd.,Pleasant View,TN,37146,2,11,TRUE,TRUE,TRUE
KC82FnHaqLPim_JzH3lOaw,Hardee's,6503 Hwy 41-A,Pleasant View,TN,37146,2,9,TRUE,TRUE,TRUE
dHL63txs2cre24ZlQInQTw,KFC,1700 N Vandalia,Collinsville,IL,62234,2,11,TRUE,TRUE,TRUE
EJuCnAfO6WU5lg0QvgwpGA,A&W Restaurant,379 North Bluff Road Lot 10,Collinsville,IL,62234,2,15,TRUE,TRUE,TRUE
BGiQRikW27X8wfIE71iQBw,Pizza Hut,608 N Bluff Rd,Collinsville,IL,62234,2,15,TRUE,TRUE,TRUE
c1YPgAj2U6nY-Q9TJzTJ_A,Penn Station,1128 Collinsville Crossing Blvd,Collinsville,IL,62234,2,12,TRUE,TRUE,TRUE
LOpRqDGLGOKk__bc2-JbBA,McDonald's,520 Ramada Blvd,Collinsville,IL,62234,2,10,TRUE,TRUE,TRUE
sdnx0M9nc4aNTrN791tVVg,Burger King,2022 Belt Line Rd,Collinsville,IL,62234,2,5,TRUE,TRUE,TRUE
RO9QKv0mQS9GxcGlqLreXQ,Walmart Supercenter,1040 Collinsville Crossing Blv,Collinsville,IL,62234,2,18,TRUE,FALSE,TRUE
sv3mfbZEI8frLbUbRPaQqA,Steak ’n Shake,606 North Blf,Collinsville,IL,62234,2,65,TRUE,TRUE,TRUE
RgBY8au7GoXYHmBwqK77Iw,Wendy's,1061 Collinsville Crossing,Collinsville,IL,62234,2,6,TRUE,TRUE,TRUE
vb6hIXx0dFpKGWpGlCX0tg,China One,1862 James L Redman Pkwy,Plant City,FL,33563,2,6,FALSE,TRUE,TRUE
mTxQPA9W24fQMR5Ro-TkJg,Applebee's Grill + Bar,1204 Townsgate Ct,Plant City,FL,33563,2,45,TRUE,TRUE,TRUE
Pwy3ijz9-nKKdBcjWv_5BQ,Popeyes Louisiana Kitchen,2005 S Frontage Rd,Plant City,FL,33563,2,10,TRUE,TRUE,TRUE
JuiFuyPw2yjWiPpi3HXJ0Q,Pizza Hut,2316 James Redman Pkwy,Plant City,FL,33563,2,20,TRUE,TRUE,TRUE
vVj9TnnHyS0hyGQmPJaBfw,KFC,2305 James L Redman Pkwy,Plant City,FL,33563,2,5,TRUE,TRUE,TRUE
KsUimGJMBc7hNcNtZVrvRw,McDonald's,300 Columbia Ctr,Columbia,IL,62236,2,19,TRUE,TRUE,TRUE
gJ52Cdv8Ymgij68Xc9O2hQ,Domino's Pizza,1125 Columbia Ctr,Columbia,IL,62236,2,6,TRUE,TRUE,TRUE
sOqzzYdO4Wlv1VGgCkq4EQ,Friendly's,380 West Street Rd,Warminster,PA,18974,2,5,FALSE,TRUE,TRUE
amh-4z1fZWPbH3rMiwFvrg,Taco Bell,430 York Rd.,Warminster,PA,18974,2,58,TRUE,TRUE,TRUE
Lg-lJeo3xDzKqOSDpXfrIA,Walgreens,10 York Rd,Warminster,PA,18974,2,6,FALSE,TRUE,TRUE
lZG8eUJwuZA71pU-6eK2WQ,Burger King,580 W St Rd,Warminster,PA,18974,2,7,TRUE,FALSE,TRUE
Y34kmKgpINn5DmH8NScnzg,Walmart Supercenter,100 E Street Rd,Warminster,PA,18974,2,43,TRUE,FALSE,TRUE
mKfsOT9yi5HPt4ytvN4iTw,Pizza Hut,421 W Street Rd,Warminster,PA,18974,2,27,TRUE,TRUE,TRUE
YfGVsl-8YUcTmtNI0jQfhQ,Papa John's Pizza,390 York Rd #A,Warminster,PA,18974,2,22,TRUE,TRUE,TRUE
1fBiQt1VUpQ9r3mY663mIw,Taco Bell,2101 West Baker Street,Plant City,FL,33567,2,19,TRUE,TRUE,TRUE
Zg6KSBJ0Ntr6fILdchEZvw,Gateway Kia of Warrington PA,1425 Easton Rd,Warrington,PA,18976,2,37,FALSE,TRUE,TRUE
anO1mFe8dez5guHmjY8pow,Saladworks,1540 N Main St,Warrington,PA,18976,2,10,TRUE,TRUE,TRUE
kBLMIhzYGoqKm2EK4GME8A,Buffalo Wild Wings,"201 Easton Rd, Ste 118",Warrington,PA,18976,2,163,TRUE,TRUE,TRUE
3dgXlhN2ChBW2Y75OWQ4FQ,Walmart,299 Valley Gate Dr,Warrington,PA,18976,2,37,TRUE,FALSE,TRUE
1hRBDT7ajCL7u73SulUP0g,Dunkin',13 Commerce Drive,Brownsburg,IN,46112,2,42,TRUE,TRUE,TRUE
m98Pb-RE755HFPTr2_wwyw,Dairy Queen Grill & Chill,705 E Main,Brownsburg,IN,46112,2,13,TRUE,TRUE,TRUE
3031rErwJYYpk5IafsrFyw,Subway,1030 E Main St,Brownsburg,IN,46112,2,5,TRUE,TRUE,TRUE
uGoKKkJa8nrC_46reV-ODA,Taco Bell,10611 Gibsonton Drive,Riverview,FL,33569,2,25,TRUE,TRUE,TRUE
uR8Ew5NDKj2ZPVPv-3EYgg,Domino's Pizza,11224 Boyette Rd,Riverview,FL,33569,2,46,TRUE,TRUE,TRUE
AtXi5Q5fNfvr-oZj3Vc_QA,McDonald's,13118 S US Hwy 301,Riverview,FL,33569,2,27,TRUE,TRUE,TRUE
1l5_ojtsLrDwK_VoS8mb8w,Pizza Hut,3829 US Hwy 301 S,Riverview,FL,33569,2,30,TRUE,TRUE,TRUE
EQjXmTa1qjspBe0k4kM0MA,Hungry Howie's Pizza & Subs,9990 US Highway 301 N,Riverview,FL,33569,2,25,TRUE,TRUE,TRUE
jnGP8EdiW2tLFZr-N4E8Ew,Buffalo Wild Wings,13416 Boyette Road,Riverview,FL,33569,2,28,FALSE,TRUE,TRUE
dExbA_Nx9nQF3qSTeydzXg,Westshore Pizza,11643 Boyette Rd,Riverview,FL,33569,2,42,TRUE,TRUE,TRUE
fT0zsA9jwDpzZ0zhdfacyg,Bob Evans,8350 Windfall Ln,Camby,IN,46113,2,22,TRUE,TRUE,TRUE
GVzGNqMCzmKK_F6nFJIQiw,Dunkin',"7015 S. Kentucky Ave, Ste 112",Indianapolis,IN,46113,2,27,TRUE,TRUE,TRUE
B3CY2NVEFySzbyhW9YuxQg,Taco Bell,10850 Windfall Place,Camby,IN,46113,2,16,TRUE,TRUE,TRUE
q8V54eD6L6WOTrYs9mp87g,Wendy's,8229 Windfall Lane,Camby,IN,46113,2,12,TRUE,TRUE,TRUE
coBMIDJvLpiOCQhu3uM4MA,McDonald's,5001 S Tamiami Trl,Ruskin,FL,33570,2,33,TRUE,TRUE,TRUE
cwvpVlg5BE2XXRWTHe3p9w,McDonald's,3110 Sr 674,Sun City Center,FL,33570,2,24,TRUE,TRUE,TRUE
-Pd_tj2g-SGmOeVy718PPA,Pizza Hut,1926 Richardson Rd,Arnold,MO,63010,2,18,TRUE,TRUE,TRUE
J8yQM9YWKWLyeadqUgU8zg,CVS Pharmacy,2120 Lone Star Dr,Arnold,MO,63010,2,12,TRUE,FALSE,TRUE
YcoTKWgrkAW_fuU6MgIfdA,Burger King,3600 W Outer Rd,Arnold,MO,63010,2,10,TRUE,TRUE,TRUE
yZuXTdOmCu5rnvQJznTv7Q,Dylan's Sports Bar & Grill,675 Jeffco Blvd,Arnold,MO,63010,2,25,FALSE,TRUE,TRUE
DmZW1349xXN4ye2VcRNrMw,Walgreens,3937 Vogel Rd,Arnold,MO,63010,2,9,FALSE,TRUE,TRUE
1B59ZyvK_n4E1egxquDO1Q,Captain D's,830 Jeffco Blvd,Arnold,MO,63010,2,13,TRUE,TRUE,TRUE
nzR-JqAoZ-tWT5IKJVb8Xg,Lee's Hoagie House,614 York Rd,Warminster,PA,18979,2,17,TRUE,TRUE,TRUE
oqZrIL_hCfWKrbETRVmvlQ,Dunkin',13721 Manchester Rd,Ballwin,MO,63011,2,49,TRUE,TRUE,TRUE
7maX9XE-iMlelyr5B7YyHg,Bob’s Discount Furniture and Mattress Store,14250 Manchester Rd,Manchester,MO,63011,2,58,FALSE,TRUE,TRUE
